site,log_id,species,approx_1_m3,approx_2_m3,prefire_vol_m3,vol_init_m3,length_init_m,x_sect_corr_m,fire_vol_reduction_m3,fire_reduction_perc,notes,,,,,,,,,,,
5,421,THPL,0.115289399,0.165865097,0.784103331,1.0859,5.59,0.375,0.618238234,78.8465257,"FOUR PIECES: 36x32 D, 0.8 L;22x2 D, 0.49 L; 31x29 D, 0.56 L; 37x29D, 0.62 L",,,,,,,,,,,
5,422,TSHE,0.539903642,0.539903642,0.981776,1.1416,5.56,0,0.441872359,45.00745165,,,,,,,,,,,,
5,423,PSME,0.673439655,0.673439655,1.2055729,1.3561,5.53,0,0.532133245,44.13944978,,,,,,,,,,,,
5,424,PSME,0.369110698,0.423315473,1.00052441,1.2428,5.56,0.525,0.577208938,57.69064018,"FOUR PIECES: 38x24 D,0.29; 45x39 D, 1.2 L; 35x21 D, 1.09 L; 46 D, 1.04 L",,,,,,,,,,,
5,425,PSME,0.569889096,0.569889096,1.3971524,1.5716,5.54,0,0.827263304,59.21067049,,,,,,,,,,,,
5,426,TSHE,0.003001792,0.003001792,1.011102,1.1757,5.5,0,1.008100208,99.70311682,,,,,,,,,,,,
5,427,THPL,0.263047516,0.166544374,0.780002018,1.1118,5.61,0.525,0.613457644,78.64821239,"THREE PIECES, ONE HOLLOW: 35x30, D 0.74 L; 51-26 D, 0.57 L; 29*25 D 0.34 L",,,,,,,,,,,
5,428,PSME,0.279621381,0.229781585,1.0304399,1.1591,5.52,0,0.800658316,77.70063208,"TWO PIECES 33, 31 D, 2.68 L; 13x9, 1.55 L",,,,,,,,,,,
5,429,TSHE,0.227113587,0.227113587,0.940496,1.0936,5.5,0,0.713382413,75.85172219,,,,,,,,,,,,
5,430,TSHE,0.029444577,0.073473998,1.36482,1.587,5.62,0,1.291346002,94.61657961,"THREE PIECES: 19x15 D, 1 L; 10x5 D, 0.41 L; 33x10 D, 1.35 L",,,,,,,,,,,
5,431,PSME,0.716564559,0.716564559,1.4088872,1.5848,5.54,0,0.692322641,49.13967851,,,,,,,,,,,,
5,432,THPL,0.096189284,0.099210858,0.799628543,1.1093,5.46,0.375,0.700417686,87.59288188,"FOUR PIECES, ONE HOLLOW: 33 D, 0.64 L; 37-22 D, 0.51 L; 23x35, 0.12 L; 13 x5 D 0.41 L",,,,,,,,,,,
5,433,PSME,0.93204496,0.93204496,1.1706352,1.3168,5.46,0,0.23859024,20.38126313,,,,,,,,,,,,
5,434,ABAM,0,0,0.747891133,1.1775,5.57,0.375,0.747891133,100,COMPLETELY COMBUSTED,,,,,,,,,,,
5,435,THPL,0.145956895,0.172305362,0.974797053,1.3918,5.52,0.525,0.802491692,82.32397596,"SIX PIECES: 38x14 D, 0.97 L; 19x36 D, 0.41 L; 25x14 D, 0.3 L; 41x10 D, 0.41 L; 21x11 D, 0.54 L; 46x15 D 1.44 L",,,,,,,,,,,
5,436,PSME,0.317473777,0.426080074,0.994920338,1.2004,5.54,0.375,0.568840264,57.17445327,"SEVEN PIECES: 41x13 D, 0.44 L; 56x16 D, 0.74 L; 32 D, 0.5 L; 33x35 D, 0.32 L; 34x23 D, 0.32 L; 34x23 D, 0.43 L; 36 D 1.41, L; 40 D 0.77 L",,,,,,,,,,,
5,437,PSME,0.581067014,0.581067014,0.9002903,1.0127,5.5,0,0.319223286,35.45781692,,,,,,,,,,,,
5,438,THPL,0.211020648,0.238110732,0.96155976,1.3729,5.52,0.525,0.723449028,75.23703239,"SEVEN PIECES: 52x33 D, 0.66 L; 40x15 D, 0.41 L; 37x15 D, 0.28 L; 37x15D, 0.56 L; 34x14 D, 0.46 L; 44 D, 0.5 L",,,,,,,,,,,
5,439,THPL,0.768688818,0.768688818,0.9304254,1.2021,5.58,0,0.161736583,17.38307902,,,,,,,,,,,,
5,440,ABAM,0,0,0.921816289,1.4519,5.54,0.375,0.921816289,100,COMPLETELY COMBUSTED,,,,,,,,,,,
5,441,ABAM,0.00069691,0.00069691,0.699673227,1.1013,5.59,0.375,0.698976317,99.90039494,,,,,,,,,,,,
5,442,THPL,0,0,0.722942922,0.9992,5.75,0.375,0.722942922,100,COMPLETELY COMBUSTED,,,,,,,,,,,
5,443,THPL,0.408743195,0.391539049,0.841652116,1.1659,5.57,0.375,0.450113068,53.47970485,"FIVE PIECES: 43x37 D,0.1 L; 41 D, 0.59 L; 40 D 1.05 L; 39 D, 1.2 L; 31x13 D, 0.78 L",,,,,,,,,,,
5,444,TSHE,0.154222878,0.169385251,0.96062,1.117,5.57,0,0.791234749,82.36709093,"TWO PIECES: 24, 19 D, 1.45 L; 27, 30 D, 1.83 L",,,,,,,,,,,
5,445,TSHE,0.313897466,0.313897466,0.832652,0.9682,5.5,0,0.518754534,62.30148177,,,,,,,,,,,,
5,446,THPL,0.278436739,0.196055017,1.161103579,1.6112,5.44,0.375,0.965048563,83.11476943,"SEVEN PIECES, ONE HOLLOW: 38x14 D, 0.46 L; 21X9 D, 0.22 L; 46x9 D, 0.64 L; 53x17 D 1.05 L; 48x15 D 0.71 L; 46x14 D 1.14 L; 46-21 D, 0.19 L",,,,,,,,,,,
5,447,PSME,0.664891905,0.664891905,1.1687683,1.3147,5.5,0,0.503876395,43.11174377,,,,,,,,,,,,
5,448,PSME,0.421821384,0.421821384,1.014349,1.141,5.5,0,0.592527616,58.41457094,,,,,,,,,,,,
5,449,PSME,0.466598504,0.466598504,0.9625203,1.0827,5.53,0,0.495921796,51.52325578,,,,,,,,,,,,
5,450,PSME,0.640538017,0.640538017,0.9230487,1.0383,5.5,0,0.282510683,30.60625976,,,,,,,,,,,,
5,451,ABAM,0,0,0.7093977,1.0417,5.57,0,0.7093977,100,COMPLETELY COMBUSTED,,,,,,,,,,,
5,452,ABAM,0,0,0.631004801,0.9936,5.56,0.375,0.631004801,100,COMPLETELY COMBUSTED,,,,,,,,,,,
5,453,TSHE,0.124556557,0.103595589,1.138265519,1.4624,5.53,0.525,1.03466993,90.89882046,"TWO PIECES: 47x28 D, 0.96 L; 11 D, 0.46 L; FALLING APPART",,,,,,,,,,,
5,454,PSME,0.241272745,0.183474509,0.82141201,1.0207,5.54,0.525,0.637937501,77.6635225,"FIVE PIECES: 35x28 DIAM, 0.51 LENGTH;30x27 DIAM, 0.98 LENGTH; 35 DIAM, 0.33 LENGTH; 31x30 DIAM, 0.31 LENGTH; 36x27 DIAM, 0.36 LENGTH",,,,,,,,,,,
5,455,PSME,0.466022545,0.466022545,0.8914892,1.0028,5.52,0,0.425466655,47.72538521,,,,,,,,,,,,
5,456,THPL,1.101025992,1.101025992,1.5140988,1.9562,5.53,0,0.413072808,27.28176045,,,,,,,,,,,,
4,265,TSHE,0.169947596,0.169947596,0.841768,0.9788,5.57,0,0.671820404,79.81063711,"NOTE JUST ONE DIAMETER SET MEASURED: 21x56 D, 1.84 L",,,,,,,,,,,
4,266,PSME,0.131767821,0.119917733,0.8957564,1.0076,5.5,0,0.775838667,86.61268475,"TWO SECTIONS MEASURED: 35X23, 44X 18 D, 1.97 L; 14X4 D, 0.67 L",,,,,,,,,,,
4,267,PSME,0,0,0.9082913,1.0217,5.54,0,0.9082913,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,268,THPL,0.441321119,0.441321119,0.9750078,1.2597,5.54,0,0.533686682,54.73665765,,,,,,,,,,,,
4,269,PSME,0,0,0.8413496,0.9464,5.48,0,0.8413496,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,270,ABAM,0,0,0.8552679,1.2559,5.47,0,0.8552679,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,271,TSHE,0,0,0.902914,1.0499,5.51,0,0.902914,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,272,THPL,0.127153868,0.172056799,0.695774726,0.9642,5.54,0.375,0.523717927,75.27119163,"THREE PIECES: 39X31 D, 0.9 L; 36-28 D HOLLOW, 0.52 ; 30x31 D, 0.9LL",,,,,,,,,,,
4,273,PSME,0.257618975,0.251997357,0.99654257,1.2022,5.55,0.375,0.744545213,74.71283571,"FOUR PIECES: 35X17 D,0.8 L; 37X29 D, 0.76 L; 34X32 D, 0.85 L; 35 D, 0.81 L",,,,,,,,,,,
4,274,TSHE,0,0,1.098908,1.2778,5.56,0,1.098908,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,275,THPL,0.097088826,0.091770571,0.6997347,0.9702,5.5,0.375,0.607964129,86.88494783,"TWO PIECES: 36X39D, 0.45 L; 35-23 D HOLLOW, 0.77 L",,,,,,,,,,,
4,276,TSHE,0,0,0.840908,0.9778,5.49,0,0.840908,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,277,PSME,0.314615974,0.32681203,0.926791005,1.1182,5.54,0.375,0.599978975,64.73724626,"FIVE PIECES: 41X33 D, 1.32 L END;32X27 D, 0.62 L; 28X20 D, 0.62 L; 33X26 D, 0.49 L",,,,,,,,,,,
4,278,PSME,0.546506222,0.546506222,0.9462516,1.0644,5.51,0,0.399745378,42.24514685,,,,,,,,,,,,
4,279,PSME,0.629594803,0.629594803,1.082802,1.218,5.52,0,0.453207197,41.8550388,,,,,,,,,,,,
4,280,PSME,0.384116251,0.410638361,0.892762027,1.078,5.48,0.375,0.482123666,54.00360359,"SIX PIECES: 41X32 D, 0.43 L END; 38X40 D, 1.1 L; 38X25 D, 0.53 L; 36X37 D, 0.74 L MID; 37 D, 1.03 L MID; 20X15 D, 0.31 L END",,,,,,,,,,,
4,281,THPL,0.523903345,0.516524956,0.869805622,1.2797,5.54,0.675,0.353280666,40.61604766,"SEVEN PIECES: 40X47D,0.33 L END;48X46 D, 0.33 L END; 48X43 D, 0.41 L; 43X55 D, 0.46 L; 45X44 D, 0.45 L; 46X52 D, 0.51 L MID; 50X43 D, 0.55 L MID",,,,,,,,,,,
4,282,TSHE,0.84153057,0.84153057,1.125998,1.3093,5.57,0,0.28446743,25.26358216,,,,,,,,,,,,
4,283,TSHE,0.170401144,0.17778587,1.183171124,1.4749,5.58,0.375,1.005385254,84.97378221,"TWO PIECES FOUND, NOT SURE ON OTHERS: 51x33 D, 0.88 L; 43X28, 0.63 L",,,,,,,,,,,
4,284,TSHE,0.179078697,0.201915933,0.920481949,1.1826,5.53,0.525,0.718566017,78.06410732,"THREE PIECES: 31x22, 0.34 L; 36X30, 56X33 D, 1.35 L; 42X17D,0.56 L",,,,,,,,,,,
4,285,TSHE,0.022955031,0.021920463,1.1653,1.355,5.5,0,1.143379537,98.11889962,"TWO PIECES: 30X13 D, 0.58 L; 23X10 D, 0.23 L",,,,,,,,,,,
4,286,THPL,0.032402387,0.032402387,1.0210608,1.3192,5.6,0,0.988658413,96.82659577,,,,,,,,,,,,
4,287,TSHE,0,0,1.382966,1.6081,5.59,0,1.382966,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,288,PSME,0.787767448,0.787767448,1.1496548,1.2932,5.5,0,0.361887352,31.47791425,,,,,,,,,,,,
4,289,TSHE,0,0,0.913578,1.0623,5.59,0,0.913578,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,290,ABAM,0,0,0.6829749,1.0029,5.53,0,0.6829749,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,291,TSHE,0.080551483,0.080551483,1.056424,1.2284,5.52,0,0.975872517,92.37508019,,,,,,,,,,,,
4,292,ABAM,0.001178097,0.001178097,0.6880824,1.0104,5.5,0,0.686904303,99.82878544,ONE DIAMETER AT MID-LENGTH TAKEN,,,,,,,,,,,
4,293,TSHE,0.001319469,0.001319469,1.156442,1.3447,5.42,0.375,1.155122531,99.88590272,"ONE SMALL PIECE, MEASURED AT MID-LENGTH",,,,,,,,,,,
4,294,TSHE,0,0,0.87333,1.0155,5.5,0,0.87333,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,295,ABAM,0,0,0.8025585,1.1785,5.5,0,0.8025585,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,296,ABAM,0,0,0.7043583,1.0343,5.53,0,0.7043583,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,297,ABAM,0,0,0.5459577,0.8017,5.51,0,0.5459577,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,298,PSME,0.478189672,0.478189672,0.7525385,0.8465,5.5,0,0.274348828,36.45645083,,,,,,,,,,,,
4,299,TSHE,0.399621712,0.399621712,1.028904,1.1964,5.5,0,0.629282288,61.16044723,,,,,,,,,,,,
4,300,THPL,0.328121289,0.303441387,0.990929065,1.3745,5.47,0.375,0.687487678,69.37809196,"SIX PIECES: 37X27 D, 0.48 L; 70X6 D, 0.58 L END; 19X2 D, 0.52 L; 50-21 D HOLLOW, 0.86 L END; 43X32 D, 0.5 L MID; 40X23 D, 0.72 L",,,,,,,,,,,
4,301,ABAM,0,0,0.5700651,0.8371,5.5,0,0.5700651,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,302,PSME,0.3145572,0.3145572,0.9640316,1.0844,5.5,0,0.6494744,67.37065461,,,,,,,,,,,,
4,303,PSME,0.66265339,0.66265339,1.0699115,1.2035,5.5,0,0.407258111,38.06465399,,,,,,,,,,,,
4,304,TSHE,0,0,0.820182,0.9537,5.57,0,0.820182,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,305,THPL,0.038057253,0.057712628,0.680071979,0.9699,5.58,0.525,0.622359351,91.51374713,"THREE PIECES: 30x26 D, 0.55 L; 22X13 D, 0.21 L; 32X24 D, 0.32 L",,,,,,,,,,,
4,306,TSHE,0,0,1.322852,1.5382,5.5,0,1.322852,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,307,THPL,0.19641714,0.20812391,0.7695108,0.9942,5.62,0,0.56138689,72.95373766,"SEVEN PIECES: 9X8 D, 0.57 L END; 28X12 D, 0.66 L; 19X7 D 0.72 L END; 4 D, 0.52 L; 31X29D, 27X26 D, 1.7 L; 17X5 D, 0.77 L",,,,,,,,,,,
4,308,TSHE,0.016727508,0.016727508,1.051264,1.2224,5.5,0,1.034536492,98.40881948,,,,,,,,,,,,
4,309,PSME,0.304340218,0.304340218,0.8220583,0.9247,5.25,0,0.517718083,62.97826839,,,,,,,,,,,,
4,310,TSHE,0.207188351,0.198252561,0.904614243,1.1281,5.55,0.375,0.706361683,78.08429813,"FOUR PIECES: 38X15 D, 0.,85 L; 35X17 D, 0.71 L; 38X40 D, 0.84 L; 28X19 D, 0.64 L",,,,,,,,,,,
4,311,PSME,0,0,1.2083288,1.3592,5.55,0,1.2083288,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,312,PSME,0,0,1.2620244,1.4196,5.56,0,1.2620244,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,313,TSHE,0.07280641,0.07280641,0.830416,0.9656,5.6,0,0.75760959,91.2325377,,,,,,,,,,,,
4,314,PSME,0.517608944,0.469485668,0.9609201,1.0809,5.55,0,0.491434433,51.14207024,"MEASURED AS TWO PARTS: 37, 36, 29X26 D'S, 5.18 L; 23 D, 0.32 L",,,,,,,,,,,
4,315,ABAM,0,0,0.9837726,1.4446,5.56,0,0.9837726,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,316,PSME,0.532761754,0.532761754,1.0725785,1.2065,5.51,0,0.539816746,50.32887997,,,,,,,,,,,,
4,317,PSME,0.162841314,0.122093286,0.7650734,0.8606,5.54,0,0.642980114,84.04162449,"MEASURED AS FIVE PARTS: 23X16 D, 0.65L; 29X26 D, 1.03 L; 20X19 D, 0.32 L; 9X8 D 0.44 L; 33X16 D, 0.73 L",,,,,,,,,,,
4,318,PSME,0.76284912,0.76284912,1.1969496,1.3464,5.5,0,0.43410048,36.26723127,,,,,,,,,,,,
4,319,TSHE,0,0,0.955976,1.1116,5.5,0,0.955976,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,320,TSHE,0,0,0.96535,1.1225,5.56,0,0.96535,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,321,PSME,0.182149542,0.182149542,0.8079232,0.9088,5.5,0,0.625773658,77.45459692,,,,,,,,,,,,
4,322,ABAM,0,0,0.7828776,1.1496,5.55,0,0.7828776,100,,,,,,,,,,,,
4,323,ABAM,0.113437289,0.138463571,0.8235333,1.2093,5.56,0,0.685069729,83.18664573,"MEASURED IN FOUR PARTS: 38X21 D, 0.67L MID; 25X3 D, 0.45 L; 48X21, 39X9 D, 1.44; 28X18, 0.55 L",,,,,,,,,,,
4,324,PSME,0.365839119,0.398174878,1.158335341,1.3972,5.56,0.375,0.760160464,65.62525001,"FIVE PIECES: 35X40 D, 0.75 L END; 40 D, 0.64 L; 35X36 D,0.65 L MID; 40X35 D,1.19 L; 32X 38 D, 0.42 L",,,,,,,,,,,
4,325,ABAM,0,0,0.7832862,1.1502,5.57,0,0.7832862,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,326,ABAM,0,0,0.945909,1.389,5.63,0,0.945909,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,327,THPL,0.137142688,0.088606236,1.082826,1.399,5.9,0,0.994219765,91.81713077,"MEASURED AS 5 PARTS: 43X14,10X7 D,1.03 L END; 7 D, 0.52 L; 17X7 D +23X9 D, 0.46 L MID; 35X38. 18X38 D'S, 0.95 L",,,,,,,,,,,
4,328,ABAM,0,0,0.700749,1.029,5.51,0,0.700749,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,329,THPL,0.160810274,0.160810274,0.796254592,1.1033,5.55,0.375,0.635444318,79.80416369,,,,,,,,,,,,
4,330,THPL,0.317574307,0.348199979,0.78128531,1.0827,5.54,0.375,0.433085331,55.43241701,"SIX PIECES: 36X37 D,1.2 L END; 19X29 D, 0.93 END; 32X15 D, 0.63 L; 39X41 -8 D'S, 0.5L ; 41-18 D, 0.71, 39X14 D, 0.61 L",,,,,,,,,,,
4,331,THPL,1.04543695,1.04543695,1.2280284,1.5866,5.57,0,0.18259145,14.86866669,5 % COVER MOSS GROWTH AFTER FIRE,,,,,,,,,,,
4,332,THPL,1.024525986,1.024525986,1.1473776,1.4824,5.55,0,0.122851614,10.7071651,,,,,,,,,,,,
4,333,TSHE,0.151431049,0.151431049,0.840134,0.9769,5.5,0,0.688702951,81.97536951,,,,,,,,,,,,
4,334,TSHE,0,0,1.034056664,1.2902,5.51,0.375,1.034056664,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,335,PSME,0.135132466,0.135132466,0.9851898,1.1082,5.58,0,0.850057334,86.28361089,,,,,,,,,,,,
4,336,TSHE,0,0,0.844864,0.9824,5.5,0,0.844864,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,337,PSME,0.772808231,0.772808231,1.0231501,1.1509,5.5,0,0.250341869,24.46775592,,,,,,,,,,,,
4,338,TSHE,0.061166809,0.061166809,1.129152357,1.4072,5.6,0.375,1.067985548,94.58294458,,,,,,,,,,,,
4,339,THPL,0.352175678,0.338820033,0.959306078,1.3294,5.54,0.375,0.620486046,64.68071658,"FIVE SECTIONS: 38X37 D, 0.24 END; 35, (42-19)D,0.98 L; 42 D, 0.71 L; 45 D, 0.71 L",,,,,,,,,,,
4,340,TSHE,0,0,0.89268,1.038,5.5,0,0.89268,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,341,THPL,0.32117994,0.32117994,1.0888632,1.4068,5.62,0,0.767683261,70.50318722,,,,,,,,,,,,
4,342,ABAM,0,0,0.6611148,0.9708,5.53,0,0.6611148,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,343,PSME,0.670884493,0.670884493,0.8927338,1.0042,5.5,0,0.221849307,24.85055532,,,,,,,,,,,,
4,344,ABAM,0.010561511,0.010561511,0.785447661,1.1243,5.39,0.525,0.77488615,98.65535141,,,,,,,,,,,,
4,345,PSME,0.356487645,0.356487645,1.2657582,1.4238,5.56,0,0.909270555,71.83603907,,,,,,,,,,,,
4,346,ABAM,0,0,0.7317345,1.0745,5.56,0,0.7317345,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,347,TSHE,0.139612378,0.139612378,1.219824,1.4184,5.62,0,1.080211622,88.55471137,,,,,,,,,,,,
4,348,PSME,0.250764308,0.259357072,1.0483088,1.1792,5.55,0,0.788951728,75.25947776,"MEASURED IN TWO PARTS: 42 D, 0.9 L; 22X10,18X23, 21X26 D, 4.5 L",,,,,,,,,,,
4,349,THPL,0.195574638,0.195574638,1.143152768,1.5848,5.51,0.375,0.94757813,82.89164465,,,,,,,,,,,,
4,350,TSHE,0,0,1.197034,1.3919,5.56,0,1.197034,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,351,TSHE,0.226728742,0.226728742,1.09521,1.2735,5.5,0,0.868481258,79.29814905,,,,,,,,,,,,
4,352,TSHE,0,0,0.939808,1.0928,5.5,0,0.939808,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,353,PSME,0.492756125,0.488439903,0.843051252,1.0169,5.56,0.375,0.354611348,42.06284584,"SIX PIECES: 38X42 D, 1.1 L; 38X36 D, 0.8 L; 31 D, 1.05 L; 39X33 D, 0.88L ; 34 D, 0.71 L; 34X23 D, 0.52 L",,,,,,,,,,,
4,354,PSME,0.532967498,0.490774892,0.947398845,1.1777,5.52,0.525,0.456623953,48.19764721,"SIX PIECES: 37X41 D, 1.03 END; 39X43 D, 1.118 END; 33 D 0.56 L; 38X40 D, 0.52 L; 35X40 D, 0.52 L MID; 35X44 D,0.6 L MID; 33X27 D, 0.43 L",,,,,,,,,,,
4,355,PSME,0.555512121,0.555512121,0.8562848,0.9632,5.55,0,0.300772679,35.12530866,,,,,,,,,,,,
4,356,ABAM,0,0,0.5443233,0.7993,5.52,0,0.5443233,100,COMPLETELY COMBUSTED,,,,,,,,,,,
4,357,PSME,1.127058931,1.127058931,1.1541887,1.2983,5.53,0,0.027129769,2.350548845,,,,,,,,,,,,
4,358,TSHE,0.272108001,0.272108001,0.772452,0.8982,5.48,0,0.500344,64.77347453,,,,,,,,,,,,
4,359,THPL,0.716118191,0.716118191,0.9294966,1.2009,5.48,0,0.213378409,22.95634095,,,,,,,,,,,,
4,360,THPL,0.62022893,0.62022893,0.7544952,0.9748,5.45,0,0.13426627,17.79551021,,,,,,,,,,,,
4,900,ABAM,0,0,0.5669325,0.8325,5.53,0,0.5669325,100,COMPLETELY COMBUSTED,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
